,Unnamed: 0,S#,Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Day,Date-old,Islamic Date Old,coordinates,Islamic Month,Year,Weights
335,335,336,2011-12-24,<ummalqura.hijri_date.HijriDate object at 0x122cbc390>,Working Day,,5:30 AM/5:40 AM,bannu,32.935,70.6688,kpk,Tochi Scouts headquarters in Bannu,Military,High,Open,,Military,None,4.0,6.0,18.0,19,1.0,500 kg,CMH Bannu,7.28,45.104,Saturday,Saturday-December 24-2011,,"(32.935,70.6688)",1,2011,500
336,336,337,2012-01-03,<ummalqura.hijri_date.HijriDate object at 0x122cbc3c8>,Working Day,,1:00 PM,gujrat,32.5737,74.0786,punjab,Gorali village-4 km from Gujrat,Park/Ground,Low,Open,,Civilian,None,,2.0,,,1.0,,,10.935,51.683,Tuesday,Tuesday-January 3-2012,,"(32.5737,74.0786)",2,2012,0
337,337,338,2012-01-03,<ummalqura.hijri_date.HijriDate object at 0x122cbc470>,Working Day,,2:00 PM,peshawar,34.0043,71.5448,kpk,trade center on arbab road in university town,Market,Low,Closed,,Civilian,None,,2.0,19.0,28,1.0,5-6kg,Khyber teaching Hospital,12.07,53.726000000000006,Tuesday,Tuesday-January 3-2012,,"(34.0043,71.5448)",2,2012,6
338,338,339,2012-01-03,<ummalqura.hijri_date.HijriDate object at 0x122cbc518>,Working Day,,2:15 PM,khyber agency,34.0211,71.2874,fata,landikotal town,Market,Low,open,,Civilian,None,,3.0,7.0,9,1.0,,,11.285,52.313,Tuesday,Tuesday-January 3-2012,,"(34.0211,71.2874)",2,2012,0
339,339,340,2012-01-14,<ummalqura.hijri_date.HijriDate object at 0x122cbc5c0>,Working Day,,2:00 PM,d.i khan,31.8238,70.9095,kpk,District police officer's office,Police,High,Open,,Police,None,4.0,8.0,7.0,10,3.0,,District Headquarters Hospital,6.71,44.078,Saturday,Saturday-January 14-2012,,"(31.8238,70.9095)",2,2012,0
340,340,341,2012-01-30,<ummalqura.hijri_date.HijriDate object at 0x122cbc630>,Working Day,,4:00 PM,peshawar,34.0043,71.5448,kpk,Pakha Ghullam area,Residence,Low,Open,,Anti-Militants,None,3.0,4.0,7.0,8,1.0,3kg,Lady Reading Hospital,11.325,52.385,Monday,Monday-January 30-2012,,"(34.0043,71.5448)",3,2012,3
341,341,342,2012-02-17,<ummalqura.hijri_date.HijriDate object at 0x122cbc6d8>,Working Day,,2:00 PM,kurram agency,32.9746,70.1456,fata,Parachinar Outside Shia Mousque,Market,Low,Open,,Civilian,Shiite,21.0,28.0,,36,1.0,,Agency Headquarter Hospital,0.04,32.072,Friday,Friday-February 17-2012,,"(32.9746,70.1456)",3,2012,0
342,342,343,2012-02-16,<ummalqura.hijri_date.HijriDate object at 0x122cbc748>,Working Day,,,upper dir,35.1977,71.8749,fata,Dir Town in Northwestren Districk of Upperdir near Afghan Boarder,Market,Low,Open,,Civilian,None,1.0,1.0,3.0,3,1.0,,,4.985,40.973,Thursday,Thursday-February 16-2012,,"(35.1977,71.8749)",3,2012,0
343,343,344,2012-02-24,<ummalqura.hijri_date.HijriDate object at 0x122cbc780>,Working Day,,,peshawar,34.0043,71.5448,kpk,C-Division Police Station (Kotwali police Stataion),Police,High,Closed,,Police,None,0.0,4.0,,6,3.0,,,9.905,49.82899999999999,Friday,Friday-February 24-2012,,"(34.0043,71.5448)",4,2012,0
344,344,345,2012-03-03,<ummalqura.hijri_date.HijriDate object at 0x122cbc7f0>,Holiday,Weekend,,peshawar,34.0043,71.5448,kpk,Shabqadar town 35KM northeast of Peshawar,Mobile,High,Open,,Government Official,None,0.0,1.0,,6,1.0,6kg,Lady Reading Hospital (LRH),16.955,62.519,Saturday,Saturday-March 3-2012,,"(34.0043,71.5448)",4,2012,6
345,345,346,2012-03-04,<ummalqura.hijri_date.HijriDate object at 0x122cbc860>,Holiday,Weekend,,d.i khan,31.8238,70.9095,kpk,Police patrol in main market area of D.I Khan KPK,Mobile,Low,Open,,Police,None,,0.0,,3,1.0,,District Headquarters Hospital,15.735,60.323,Sunday,Sunday-March 4-2012,,"(31.8238,70.9095)",4,2012,0
346,346,347,2012-03-11,<ummalqura.hijri_date.HijriDate object at 0x122cbc908>,Holiday,Weekend,,peshawar,34.0043,71.5448,kpk,Badaber Area 15Km from Peshawer,Park/Ground,Low,Open,,Government Official,None,14.0,15.0,30.0,33,1.0,6Kg,Lady Reading Hospital (LRH),13.33,55.994,Sunday,Sunday-March 11-2012,,"(34.0043,71.5448)",4,2012,6
347,347,348,2012-03-15,<ummalqura.hijri_date.HijriDate object at 0x122cbc9b0>,Working Day,,,peshawar,34.0043,71.5448,kpk,Pishtakhara Square-Close to Bara-Khayber Aagency,Police,Low,Open,,Police,None,1.0,1.0,2.0,5,1.0,6kg,Hayatabad Medical Hospital-Khyber Teaching Hospital,15.75,60.35,Thursday,Thursday-March 15-2012,,"(34.0043,71.5448)",4,2012,6
348,348,349,2012-03-23,<ummalqura.hijri_date.HijriDate object at 0x122cbca20>,Working Day,,,khyber agency,34.0211,71.2874,kpk,Akkakhel area of Bara in Khyber Agency,Religious,Low,Open,,Anti-Militants,None,5.0,13.0,9.0,10,1.0,,,19.65,67.37,Friday,Friday-March 23-2012,,"(34.0211,71.2874)",4,2012,0
349,349,350,2012-04-05,<ummalqura.hijri_date.HijriDate object at 0x122cbcac8>,Working Day,,7:56 PM,karachi,24.9918,66.9911,sindh,Garision Area of Malir,Mobile,Low,Open,,Police,None,4.0,7.0,12.0,14,1.0,,,31.345,88.421,Thursday,Thursday-April 5-2012,,"(24.9918,66.9911)",5,2012,0
350,350,351,2012-05-04,<ummalqura.hijri_date.HijriDate object at 0x122cbcb38>,Working Day,,7:45 AM,bajaur agency,34.8718,71.5249,fata,security checkpoint in the middle of Khar Bazaar ,Market,Low,Open,,Police,None,24.0,26.0,40.0,75,1.0,,Agency Headquarters Hospital (AHH)-Lady Reading Hospital (LRH)-,24.58,76.244,Friday,Friday-May 4-2012,,"(34.8718,71.5249)",6,2012,0
351,351,352,2012-06-12,<ummalqura.hijri_date.HijriDate object at 0x122cbcbe0>,Working Day,,,peshawar,34.0043,71.5448,kpk,Bazidkhel Village-Badhaber Area,Mobile,Low,Open,,Anti-Militants,None,2.0,3.0,,5,1.0,8Kg,Lady Reading Hospital (LRH),30.605,87.089,Tuesday,Tuesday-June 12-2012,,"(34.0043,71.5448)",7,2012,8
352,352,353,2012-06-28,<ummalqura.hijri_date.HijriDate object at 0x122cbcc88>,Working Day,,,quetta,30.2095,67.0182,baluchistan,Hazar Ganji Area,Mobile,Low,Open,,Religious,Shiite,13.0,14.0,20.0,30,1.0,50kg,Civil hospital-Bolan Medical Complex-CMH,28.455,83.219,Thursday,Thursday-June 28-2012,,"(30.2095,67.0182)",8,2012,50
353,353,354,2012-07-16,<ummalqura.hijri_date.HijriDate object at 0x122cbccf8>,Working Day,,9:30AM,bannu,32.935,70.6688,kpk,Old City Police Station,Police,High,Closed,,Police,None,2.0,7.0,2.0,8,1.0,,District Hospital Bannu,24.555,76.199,Monday,Monday-July 16-2012,,"(32.935,70.6688)",8,2012,0
354,354,355,2012-09-03,<ummalqura.hijri_date.HijriDate object at 0x122cbcda0>,Working Day,,,peshawar,34.0043,71.5448,kpk,Abdara Road,foreign,Low,Open,,Foreigner,None,0.0,2.0,18.0,21,1.0,100-110kg,Khyber Teaching Hospital-American Club,29.015,84.227,Monday,Monday-September 3-2012,,"(34.0043,71.5448)",10,2012,110
355,355,356,2012-09-10,<ummalqura.hijri_date.HijriDate object at 0x122cbce10>,Working Day,,2:40pm,kurram agency,32.9746,70.1456,fata,Kashmir Chowk-Parachinar,Market,Low,Open,,Civilian,None,14.0,15.0,40.0,80,1.0,,,19.935,67.883,Monday,Monday-September 10-2012,,"(32.9746,70.1456)",10,2012,0
356,356,357,2012-10-13,<ummalqura.hijri_date.HijriDate object at 0x122cbce80>,Holiday,Weekend,10:35am,dara adam khel,33.6854,71.5131,kpk,Darra Bazar-Near Headquarters of Pro-Ggovernment Peac Body,Market,Medium,Open,,Anti-Militants,None,13.0,20.0,39.0,41,1.0,30kg,Lady Reading Hospital,23.495,74.291,Saturday,Saturday-October 13-2012,,"(33.6854,71.5131)",11,2012,30
357,357,358,2012-11-04,<ummalqura.hijri_date.HijriDate object at 0x122cbcef0>,Holiday,Weekend,2:00 PM / 2:30 PM,buner,34.3943,72.6151,kpk,Near District Headquarters Hospital in Daggar Area,Mobile,Low,Open,,Anti-Militants,None,5.0,6.0,7.0,10,1.0,,District Headquarters Hospital ,19.195,66.551,Sunday,Sunday-November 4-2012,,"(34.3943,72.6151)",12,2012,0
358,358,359,2012-11-07,<ummalqura.hijri_date.HijriDate object at 0x122cbcf60>,Working Day,,,peshawar,34.0043,71.5448,kpk,Near Khan Razzaq Police Station-Qissa Khawani Bazaar,Mobile,High,Open,,Police,None,6.0,8.0,28.0,37,1.0,7kg-8kg,Lady Reading Hospital,19.825,67.685,Wednesday,Wednesday-November 7-2012,,"(34.0043,71.5448)",12,2012,8
359,359,360,2012-11-08,<ummalqura.hijri_date.HijriDate object at 0x122cbcf98>,Working Day,,6:55am,karachi,24.9918,66.9911,sindh,Sachal Rangers' Headquarters-North Nazimabad Block B Area,Military,High,Open,,Military,None,0.0,3.0,18.0,23,1.0,100kg-150kg,Abbasi Shaheed Hospital-Sindh Rangers Hospital-PNS Shifa Hospital,25.995,78.791,Thursday,Thursday-November 8-2012,,"(24.9918,66.9911)",12,2012,150
360,360,361,2012-11-19,<ummalqura.hijri_date.HijriDate object at 0x122cbcfd0>,Working Day,,,mohmand agency,32.9746,70.1456,fata,Ghaiba Khwar Area of Haleemzai Tehsil,Mobile,Low,Open,,Government Official,None,0.0,0.0,3.0,4,1.0,,Ghallanai Headquarter Hospital,7.52,45.536,Monday,Monday-November 19-2012,,"(32.9746,70.1456)",1,2012,0
361,361,362,2012-11-21,<ummalqura.hijri_date.HijriDate object at 0x122d6f080>,Working Day,,6:15pm,karachi,24.9918,66.9911,sindh,Orangi Town Sec-5E-Near Haider-e-Qarrar Imambargah,Religious,High,Open,Muharram Procession,Religious,Shiite,3.0,4.0,4.0,7,1.0,4kg-5kg,Qatar Hospital-Abbasi Shaheed Hospital,22.22,71.99600000000002,Wednesday,Wednesday-November 21-2012,,"(24.9918,66.9911)",1,2012,5
362,362,363,2012-11-21,<ummalqura.hijri_date.HijriDate object at 0x122d6f0b8>,Working Day,,,rawalpindi,33.6058,73.0437,punjab,Imambargah Qasar-e-Shabbir in Dhok Syedan-Misrial Road,Religious,High,Open,Muharram Procession,Religious,Shiite,12.0,20.0,25.0,40,1.0,,DHQ-Combined Military-Benazir Bhutto Hospital,16.795,62.231,Wednesday,Wednesday-November 21-2012,,"(33.6058,73.0437)",1,2012,0
363,363,364,2012-11-25,<ummalqura.hijri_date.HijriDate object at 0x122d6f0f0>,Holiday,Ashura,,d.i khan,31.8238,70.9095,kpk,Commissionary Bazaar-Choglia Area,Market,High,Open,Muharram Procession,religious,Shiite,5.0,6.0,70.0,80,1.0,12kg,District Headquarter Teaching Hospital-Combined Military Hospital,12.21,53.978,Sunday,Sunday-November 25-2012,,"(31.8238,70.9095)",1,2012,12
364,364,365,2012-11-29,<ummalqura.hijri_date.HijriDate object at 0x122d6f160>,Working Day,,,south waziristan,32.3202,69.8597,fata,Rustam Bazaar,Mobile,Low,Open,,Anti-Militants,None,5.0,8.0,10.0,18,1.0,,Tehsil Headquarter Hospital Wana,3.895,39.011,Thursday,Thursday-November 29-2012,,"(32.3202,69.8597)",1,2012,0
365,365,366,2012-12-04,<ummalqura.hijri_date.HijriDate object at 0x122d6f198>,Working Day,,,peshawar,34.0043,71.5448,kpk,Haved Police Station Bannu,Police,High,Open,,Police,None,,,6.0,10,1.0,600kg-800kg,DHQ Hospital Bannu,15.435,59.783,Tuesday,Tuesday-December 4-2012,,"(34.0043,71.5448)",1,2012,800
366,366,367,2012-12-05,<ummalqura.hijri_date.HijriDate object at 0x122d6f208>,Working Day,,6:30AM,south waziristan,32.3202,69.8597,fata,Zaree Noor Camp-Angoor Adda Rd,Military,High,Open,,Military,None,2.0,3.0,20.0,25,1.0,,First Treatment Hospital,7.1,44.78,Wednesday,Wednesday-December 5-2012,,"(32.3202,69.8597)",1,2012,0
367,367,368,2012-12-22,<ummalqura.hijri_date.HijriDate object at 0x122d6f240>,Holiday,Weekend,,peshawar,34.0043,71.5448,kpk,Dhaki Nalbandi Area-Qissa Khwani Bazar,Residence,High,Closed,,Government Official,None,,9.0,17.0,20,1.0,4kg-6kg,Lady Reading Hospital,15.065,59.117,Saturday,Saturday-December 22-2012,,"(34.0043,71.5448)",2,2012,6
368,368,369,2013-01-10,<ummalqura.hijri_date.HijriDate object at 0x122d6f278>,Working Day,,,quetta,30.2095,67.0182,baluchistan,Two suicide bombers blew themselves up at a crowded snooker club on Alamdar Road,Market,High,Closed,,Civilian,Shiite,51.0,93.0,116.0,121,2.0,,Civil Hospital and the Combined Military Hospital-Quetta,9.06,48.308,Thursday,Thursday-January 10-2013,,"(30.2095,67.0182)",2,2013,0
369,369,370,2013-02-01,<ummalqura.hijri_date.HijriDate object at 0x122d6f2e8>,Working Day,,Friday prayer time,hangu,33.5351,71.0713,kpk,Masjid Faizullah and Masjid Purdil near Marketplace,Religious,High,Open,Possibley anti-taliban Sunni Council,Civilian,Sunni,24.0,27.0,40.0,50,1.0,,DHQ-Kohat,10.79,51.422,Friday,Friday-February 1-2013,,"(33.5351,71.0713)",3,2013,0
370,370,371,2013-02-14,<ummalqura.hijri_date.HijriDate object at 0x122d6f358>,Working Day,,,hangu,33.5351,71.0713,kpk,Security checkpost located in Tal area of Hangu ,Military,High,Open,FC check post,Military,None,7.0,,8.0,23,1.0,,,12.12,53.816,Thursday,Thursday-February 14-2013,,"(33.5351,71.0713)",4,2013,0
371,371,372,2013-02-14,<ummalqura.hijri_date.HijriDate object at 0x122d6f390>,Working Day,,,bannu,32.935,70.6688,kpk,Maryan police station in Frontier Region Bannu,Police,High,Open,TTP avenged killing of their fighters in custody and bodies thrown in Miramshah,Police,None,0.0,0.0,1.0,,4.0,,,8.31,46.958,Thursday,Thursday-February 14-2013,,"(32.935,70.6688)",4,2013,0
372,372,373,2013-02-16,<ummalqura.hijri_date.HijriDate object at 0x122d6f3c8>,Working Day,Weekend,6:00pm,quetta,30.2095,67.0182,baluchistan,Kirani Road near Hazara Town,Market,Medium,Open,,Civilian,Shiite,64.0,84.0,180.0,200,1.0,1000kg,Civil Hospital and the Combined Military Hospital,5.49,41.882,Saturday,Saturday-February 16-2013,,"(30.2095,67.0182)",4,2013,1000
373,373,374,2013-02-18,<ummalqura.hijri_date.HijriDate object at 0x122d6f400>,Working Day,,,peshawar,34.0043,71.5448,kpk,Khyber Agency's Political Agent Office in Peshawar,Office Building,High,Closed,,Government Official,None,5.0,,7.0,,2.0,6kg,Lady Reading Hospital,15.55,59.99,Monday,Monday-February 18-2013,,"(34.0043,71.5448)",4,2013,6
374,374,375,2013-03-18,<ummalqura.hijri_date.HijriDate object at 0x122d6f470>,Working Day,,12:10pm,peshawar,34.0043,71.5448,kpk,Judicial Complex loacated on Khyber Road,Office Building,High,open,Court Proceeding,Government Official,None,2.0,4.0,22.0,47,2.0,6kg,Lady Reading Hospital,18.725,65.705,Monday,Monday-March 18-2013,,"(34.0043,71.5448)",5,2013,6
375,375,376,2013-03-23,<ummalqura.hijri_date.HijriDate object at 0x122d6f518>,Holiday,Pakistan Day,,north waziristan,32.9746,70.1456,fata,Security Checkpost near Miramshah,Military,High,Open,Tochi Scouts Check Post Building,Military,None,8.0,22.0,20.0,35,1.0,,,6.44,43.592,Saturday,Saturday-March 23-2013,,"(32.9746,70.1456)",5,2013,0
376,376,377,2013-03-29,<ummalqura.hijri_date.HijriDate object at 0x122d6f588>,Working Day,,,peshawar,34.0043,71.5448,kpk,Near security check post Saddar Cantt area of Peshawar,Market,High,Open,FC convoy,Military,None,5.0,12.0,11.0,35,,,Lady Reading Hospital,21.525,70.745,Friday,Friday-March 29-2013,,"(34.0043,71.5448)",5,2013,0
377,377,378,2013-04-16,<ummalqura.hijri_date.HijriDate object at 0x122d6f630>,Working Day,,,peshawar,34.0043,71.5448,kpk,The bomb blast took place in Yakatoot in Kotwali Abid Khan,Market,High,Open,Election campain gathering of a Secular Party,Civilian,None,16.0,18.0,49.0,60,1.0,6kg,Lady Reading Hospital,22.805,73.04899999999998,Tuesday,Tuesday-April 16-2013,,"(34.0043,71.5448)",6,2013,6
378,378,379,2013-04-16,<ummalqura.hijri_date.HijriDate object at 0x122d6f6d8>,Working Day,,5:30pm,north waziristan,32.9746,70.1456,fata,Near Dirdhoni Check Post,Military,High,Open,Military Convoy,Military,None,7.0,9.0,8.0,18,1.0,,Military Hospital Miranshah,16.9,62.42,Tuesday,Tuesday-April 16-2013,,"(32.9746,70.1456)",6,2013,0
379,379,380,2013-04-20,<ummalqura.hijri_date.HijriDate object at 0x122d6f780>,Working Day,,,bajaur agency,34.8718,71.5249,fata,Outside Headquarter Hospital,Office Building,High,Open,,Civilian,None,4.0,4.0,4.0,4,1.0,,Headquarter Hospital Bajour Agency,18.81,65.858,Saturday,Saturday-April 20-2013,,"(34.8718,71.5249)",6,2013,0
380,380,381,2013-04-23,<ummalqura.hijri_date.HijriDate object at 0x122d6f7f0>,Working Day,,,quetta,30.2095,67.0182,baluchistan,Paramilitary check post near the Shiite neighbourhood,Residence,High,Open,Secratian,Civilian,Shiite,6.0,6.0,37.0,40,1.0,,,17.65,63.77,Tuesday,Tuesday-April 23-2013,,"(30.2095,67.0182)",6,2013,0
381,381,382,2013-04-29,<ummalqura.hijri_date.HijriDate object at 0x122d6f898>,Working Day,,,peshawar,34.0043,71.5448,kpk,Jehangir Abad neighbourhood on Arbab Road,Market,High,Open,,civilian,None,8.0,10.0,30.0,45,,6kg,Khyber Teaching Hospital,23.69,74.642,Monday,Monday-April 29-2013,,"(34.0043,71.5448)",6,2013,6
382,382,383,2013-05-01,<ummalqura.hijri_date.HijriDate object at 0x122d6f940>,Holiday,Labour Day,,shikarpur,28.0,68.6667,sindh,Southern Shikarpur district of Sindh province-some 400 kilometres (250 miles) northeast of Karachi,Mobile,Low,Open,Parliamentary Candidate from National People's Party in Sindh,civilian,None,1.0,1.0,2.0,2,,,,30.715,87.287,Wednesday,Wednesday-May 1-2013,,"(28.0,68.6667)",6,2013,0
383,383,384,2013-05-07,<ummalqura.hijri_date.HijriDate object at 0x122d6f9b0>,Working Day,,,hangu,33.5351,71.0713,kpk,Near Market in the town of Doaba,Market,High,Open,KP 43 Election Candidate Syed Janan of JUIF,Civilian,None,12.0,12.0,35.0,40,,,,25.335,77.60300000000002,Tuesday,Tuesday-May 7-2013,,"(33.5351,71.0713)",6,2013,0
384,384,385,2013-05-08,<ummalqura.hijri_date.HijriDate object at 0x122d6fa58>,Working Day,,5:30am,bannu,32.935,70.6688,kpk,Domail Police station Bannu,Police,High,Open,Bannu Police,Police,None,2.0,3.0,23.0,27,,,Government Hospital Bannu,20.715,69.28699999999999,Wednesday,Wednesday-May 8-2013,,"(32.935,70.6688)",6,2013,0
385,385,386,2013-05-11,<ummalqura.hijri_date.HijriDate object at 0x122d6fac8>,Holiday,General Elections,Evening,karachi,24.9918,66.9911,sindh,Manghopir,Military,Medium,Open,,Military,,2.0,2.0,3.0,5,,,,30.64,87.152,Saturday,Saturday-May 11-2013,,"(24.9918,66.9911)",7,2013,0
386,386,387,2013-05-12,<ummalqura.hijri_date.HijriDate object at 0x122d6fb38>,Holiday,Weekend,Evening,quetta,30.2095,67.0182,baluchistan,Residence IG Police province of Balochistan,Police,High,Open,,Police,None,6.0,7.0,45.0,68,,,Civil Hospital,23.635,74.543,Sunday,Sunday-May 12-2013,,"(30.2095,67.0182)",7,2013,0
387,387,388,2013-05-24,<ummalqura.hijri_date.HijriDate object at 0x122d6fbe0>,Working Day,,Noon,peshawar,34.0043,71.5448,kpk,Outside Jamia Uloom al-Islamia Peshawar,Religious,High,Open,Afghan Religious Leader Haji Hidayatullah,religious,None,3.0,3.0,2.0,2,,6kg,,34.725,94.505,Friday,Friday-May 24-2013,,"(34.0043,71.5448)",7,2013,6
388,388,389,2013-06-03,<ummalqura.hijri_date.HijriDate object at 0x122d6fc88>,Working Day,,,north waziristan,32.9746,70.1456,fata,Razmak town 20kms to the north of Miramshah,Military,High,Open,Security Checkpost,Military,None,,,2.0,2,,,,21.715,71.087,Monday,Monday-June 3-2013,,"(32.9746,70.1456)",7,2013,0
389,389,390,2013-06-15,<ummalqura.hijri_date.HijriDate object at 0x122d6fd30>,Working Day,,Noon,quetta,30.2095,67.0182,baluchistan,Parking of Sardar Bahadur Khan University-Quetta,Educational,Low,Open,,civilian,None,12.0,14.0,19.0,19,,,Bolan Medical Complex Quetta,29.55,85.19,Saturday,Saturday-June 15-2013,,"(30.2095,67.0182)",8,2013,0
390,390,391,2013-06-15,<ummalqura.hijri_date.HijriDate object at 0x122d6fda0>,Working Day,,Noon,quetta,30.2095,67.0182,baluchistan,Bolan Medical Complex,Hospital,Low,Closed,Security officials visiting victims of suicide attack on student bus of Sarda Bahdur Khan Women Univrsity ,Police,None,11.0,11.0,,,,,Bolan Medical Complex Quetta,29.55,85.19,Saturday,Saturday-June 15-2013,,"(30.2095,67.0182)",8,2013,0
391,391,392,2013-06-18,<ummalqura.hijri_date.HijriDate object at 0x122d6fe10>,Working Day,,4pm,mardan,34.1982,72.0444,kpk,Zaragaranoo Kallay-Ittehad Colony Mardan,Park/Ground,Low,Open,Police officials argue that Imran Khan Mohmand-a provincial lawmaker seems to have been the target,civilian,None,27.0,34.0,52.0,60,,7-8kg, Tehsil Headquarters Takht Bhai-Mardan Medical Complex and Lady Reading Hospital in Peshawar,27.465,81.437,Tuesday,Tuesday-June 18-2013,,"(34.1982,72.0444)",8,2013,8
392,392,393,2013-06-21,<ummalqura.hijri_date.HijriDate object at 0x122d6feb8>,Working Day,,,peshawar,34.0043,71.5448,kpk,Gulshan Colony,Religious,High,Closed,Sectarian strife,Civilian,Shiite,14.0,15.0,28.0,30,,6-7Kg,Lady Reading Hospital,35.0,95.0,Friday,Friday-June 21-2013,,"(34.0043,71.5448)",8,2013,7
393,393,394,2013-06-30,<ummalqura.hijri_date.HijriDate object at 0x122d6ff60>,Holiday,Weekend,Evening,quetta,30.2095,67.0182,baluchistan,Hazara Town,Religious,High,Open,Sectarian strife,Civilian,Shiite,28.0,30.0,65.0,70,,,Bolan Medical Complex Quetta-CMH-Civil Hospital,30.915,87.647,Sunday,Sunday-June 30-2013,,"(30.2095,67.0182)",8,2013,0
394,394,395,2013-07-08,<ummalqura.hijri_date.HijriDate object at 0x122d6a048>,Working Day,,,hangu,33.5351,71.0713,kpk,Doaba Bazaar,Market,High,Open,Tribal elder Malik Habibullah Khan was the target,Civilian,,6.0,8.0,10.0,10,,,,30.72,87.296,Monday,Monday-July 8-2013,,"(33.5351,71.0713)",8,2013,0
395,395,396,2013-07-25,<ummalqura.hijri_date.HijriDate object at 0x122d6a0f0>,Working Day,,Evening,sukkur,27.6833,68.8667,sindh,Sukkur Barrage Colony,Police,Low,Open,Coordinated assault on ISI sukkur office building,Military,None,8.0,9.0,30.0,30,2.0,,,36.345,97.421,Thursday,Thursday-July 25-2013,,"(27.6833,68.8667)",9,2013,0
396,396,397,2013-07-26,<ummalqura.hijri_date.HijriDate object at 0x122d6a160>,Working Day,,Evening,kurram agency,32.9746,70.1456,kpk,Parachinar Bazaar,Market,High,Open,,Civilian,Shiite,43.0,50.0,180.0,200,2.0,,Parachinar Headquarters Hospital,26.015,78.827,Friday,Friday-July 26-2013,,"(32.9746,70.1456)",9,2013,0
397,397,398,2013-08-08,<ummalqura.hijri_date.HijriDate object at 0x122d6a208>,Holiday,Eid Holidays,,quetta,30.2095,67.0182,baluchistan,Police Headquarters Quetta,Police,High,Open,Gathering on Funeral prayers of SHO City Mohibullah who was shot dead earlier in the day,Police,None,30.0,38.0,50.0,60,1.0,8kg,Civil Hospital and CMH Quetta,31.06,87.90799999999999,Thursday,Thursday-August 8-2013,,"(30.2095,67.0182)",10,2013,8
398,398,399,2013-09-22,<ummalqura.hijri_date.HijriDate object at 0x122d6a278>,Holiday,,,peshawar,34.0043,71.5448,kpk, All Saints Church near Qissa Khawani bazaar in  Peshawar,Religious,High,Open,Two suicide attackers blew themselves up outside a church near Qissa Khawani bazaar,Civilian,None,78.0,81.0,100.0,145,2.0,,Lady Reading Hospital,29.84,85.712,Sunday,Sunday-September 22-2013,,"(34.0043,71.5448)",11,2013,0
399,399,400,2013-10-02,<ummalqura.hijri_date.HijriDate object at 0x122d6a2e8>,Working Day,,,chaman,30.9222,66.4447,baluchistan,southwestern border crossin between Afghanistan and Pakistan,Office Building,High,Open,,Government Official,None,6.0,8.0,10.0,16,1.0,,,24.42,75.956,Wednesday,Wednesday-October 2-2013,,"(30.9222,66.4447)",11,2013,0
400,400,401,2013-10-03,<ummalqura.hijri_date.HijriDate object at 0x122d6a358>,Working Day,,,hangu,33.5351,71.0713,kpk,Spin Tall region of Hangu,Residence,High,Open,A Compound of an anti-Taliban militia commander Mullah Nabi Hanafi was targetted by militants,Anti-Militants,None,15.0,17.0,22.0,22,1.0,,,25.96,78.72800000000002,Thursday,Thursday-October 3-2013,,"(33.5351,71.0713)",11,2013,0
401,401,402,2013-10-11,<ummalqura.hijri_date.HijriDate object at 0x122d6a3c8>,Working Day,,,south waziristan,32.3202,69.8597,fata,Wana-main town of South waziristan,Military,High,Open,Military Convoy,Military,None,2.0,2.0,2.0,2,,,,19.61,67.298,Friday,Friday-October 11-2013,,"(32.3202,69.8597)",12,2013,0
402,402,403,2013-10-16,<ummalqura.hijri_date.HijriDate object at 0x122d6a470>,Holiday,Eid Holidays,Evening,d.i khan,31.8238,70.9095,kpk,Tehsil Kulachi-50km away from D.I Khan,Residence,High,Open,KP Law Minister Israrullah Gandapur was targeted and killed in the attack,Civilian,None,8.0,9.0,30.0,30,,,,28.61,83.49799999999998,Wednesday,Wednesday-October 16-2013,,"(31.8238,70.9095)",12,2013,0
403,403,404,2013-11-16,<ummalqura.hijri_date.HijriDate object at 0x122d6a4e0>,Holiday,Weekend,,bannu,32.935,70.6688,kpk,Near River Kurram bridge,Mobile,High,Open,Targeted van of security forces ,Military,None,0.0,0.0,7.0,7,,,CMH Bannu,13.09,55.562,Saturday,Saturday-November 16-2013,,"(32.935,70.6688)",1,2013,0
404,404,405,2013-11-19,<ummalqura.hijri_date.HijriDate object at 0x122d6a518>,Working Day,,,north waziristan,32.9746,70.1456,fata,Mir Ali town of Miramshah,Park/Ground,High,Open,It is said that Bannu TTP Militant commander Saifuddin was the target,Anti-Militants,None,7.0,7.0,1.0,1,,,,12.545,54.581,Tuesday,Tuesday-November 19-2013,,"(32.9746,70.1456)",1,2013,0
405,405,406,2013-11-22,<ummalqura.hijri_date.HijriDate object at 0x122d6a588>,Working Day,,10:55 AM,khyber agency,34.0211,71.2874,kpk,Torkhan customs office in Landikotal,Office Building,Medium,Closed,,Government Official,None,0.0,0.0,26.0,26,,5kg,Hayatabad Medical Complex-Peshawar,15.985,60.773,Friday,Friday-November 22-2013,,"(34.0211,71.2874)",1,2013,5
